Date,Time,Alert ID,Alert Name,Severity,Source Host,Protocol/Port,Destination IP,Executive Summary,Status,Category,Action Taken
01/25/2025,10:35:00 AM,532800031286933930,Brute Force Attempt,High,192.168.10.63,TCP port 8080,192.168.29.83,Host 192.168.10.63 shows brute force attempt communication with 192.168.29.83 over TCP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/04/2025,05:19:00 AM,512643503838583421,Port Scan Detected,Medium,192.168.11.155,ICMP port 3389,192.168.22.220,Host 192.168.11.155 shows port scan detected communication with 192.168.22.220 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
02/01/2025,12:29:00 AM,169042084882092361,Malware Beaconing,Low,192.168.26.132,TCP port 3389,192.168.24.42,Host 192.168.26.132 shows unauthorized access attempt communication with 192.168.24.42 over TCP port 3389. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated
01/02/2025,12:24:00 PM,554929024420576895,Malware Beaconing,Critical,192.168.26.164,ICMP port 1492,192.168.5.159,Host 192.168.26.164 shows uda - trojan horse traffic communication with 192.168.5.159 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/22/2025,09:04:00 AM,226625087063089152,Anomalous SSH Activity,Critical,192.168.21.103,ICMP port 5900,192.168.2.179,Host 192.168.21.103 shows brute force attempt communication with 192.168.2.179 over ICMP port 5900. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/04/2025,03:02:00 PM,603921097942354490,Suspicious DNS Query,High,192.168.1.103,ICMP port 1492,192.168.9.185,Host 192.168.1.103 shows malware beaconing communication with 192.168.9.185 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
02/02/2025,10:23:00 AM,748757218200945597,Port Scan Detected,High,192.168.6.207,ICMP port 1492,192.168.23.98,Host 192.168.6.207 shows unauthorized access attempt communication with 192.168.23.98 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/08/2025,05:55:00 PM,465082677770322513,Malware Beaconing,Medium,192.168.1.58,TCP port 5900,192.168.10.32,Host 192.168.1.58 shows data exfiltration pattern communication with 192.168.10.32 over TCP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/06/2025,04:42:00 AM,490731377304914789,Brute Force Attempt,Critical,192.168.4.6,ICMP port 22,192.168.9.191,Host 192.168.4.6 shows data exfiltration pattern communication with 192.168.9.191 over ICMP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/27/2025,08:36:00 PM,801057568356217525,UDA - Trojan Horse Traffic,Low,192.168.24.91,TCP port 8080,192.168.11.55,Host 192.168.24.91 shows port scan detected communication with 192.168.11.55 over TCP port 8080. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/16/2025,11:00:00 AM,393136990190666813,Brute Force Attempt,Critical,192.168.2.102,ICMP port 22,192.168.25.64,Host 192.168.2.102 shows data exfiltration pattern communication with 192.168.25.64 over ICMP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
02/02/2025,04:53:00 AM,839605371591784651,UDA - Trojan Horse Traffic,High,192.168.27.23,ICMP port 53,192.168.24.180,Host 192.168.27.23 shows port scan detected communication with 192.168.24.180 over ICMP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/03/2025,11:42:00 AM,848956098007819735,UDA - Trojan Horse Traffic,High,192.168.17.109,TCP port 80,192.168.15.56,Host 192.168.17.109 shows port scan detected communication with 192.168.15.56 over TCP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/10/2025,08:11:00 AM,339269822089326661,Suspicious DNS Query,Critical,192.168.9.202,ICMP port 3389,192.168.2.145,Host 192.168.9.202 shows anomalous ssh activity communication with 192.168.2.145 over ICMP port 3389. ,Malicious,Policy Violation,Escalated
01/10/2025,11:02:00 AM,125271066821963687,Unauthorized Access Attempt,Critical,192.168.11.151,UDP port 53,192.168.13.215,Host 192.168.11.151 shows uda - trojan horse traffic communication with 192.168.13.215 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/25/2025,04:07:00 AM,849362359457757438,Data Exfiltration Pattern,Medium,192.168.13.82,TCP port 443,192.168.24.104,Host 192.168.13.82 shows suspicious dns query communication with 192.168.24.104 over TCP port 443. ,Malicious,False Positive,Closed
01/17/2025,07:18:00 PM,768877540522844736,Data Exfiltration Pattern,Low,192.168.9.89,ICMP port 8080,192.168.19.17,Host 192.168.9.89 shows data exfiltration pattern communication with 192.168.19.17 over ICMP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/08/2025,04:41:00 PM,610014687572953287,Malware Beaconing,High,192.168.7.37,UDP port 80,192.168.10.138,Host 192.168.7.37 shows suspicious dns query communication with 192.168.10.138 over UDP port 80. ,Malicious,False Positive,Closed
01/20/2025,02:28:00 PM,230806808485821218,Unauthorized Access Attempt,High,192.168.30.66,UDP port 53,192.168.23.234,Host 192.168.30.66 shows port scan detected communication with 192.168.23.234 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/27/2025,12:54:00 PM,825040228648623080,Suspicious DNS Query,Medium,192.168.8.170,TCP port 443,192.168.24.145,Host 192.168.8.170 shows brute force attempt communication with 192.168.24.145 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
02/04/2025,05:28:00 AM,232904568850516063,Data Exfiltration Pattern,High,192.168.14.2,TCP port 53,192.168.25.73,Host 192.168.14.2 shows anomalous ssh activity communication with 192.168.25.73 over TCP port 53. ,Malicious,Policy Violation,Escalated
01/18/2025,12:44:00 PM,261340341930736505,Brute Force Attempt,Low,192.168.14.129,UDP port 22,192.168.14.220,Host 192.168.14.129 shows malware beaconing communication with 192.168.14.220 over UDP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/15/2025,09:55:00 PM,192190984209594721,Brute Force Attempt,Low,192.168.20.180,UDP port 53,192.168.21.98,Host 192.168.20.180 shows uda - trojan horse traffic communication with 192.168.21.98 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/19/2025,01:04:00 PM,130370505977379570,UDA - Trojan Horse Traffic,High,192.168.2.154,UDP port 80,192.168.8.161,Host 192.168.2.154 shows malware beaconing communication with 192.168.8.161 over UDP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/18/2025,01:43:00 AM,385345369955369640,Unauthorized Access Attempt,Medium,192.168.12.92,UDP port 5900,192.168.4.112,Host 192.168.12.92 shows anomalous ssh activity communication with 192.168.4.112 over UDP port 5900. ,Malicious,Policy Violation,Escalated
01/24/2025,01:29:00 PM,787610835816029968,Anomalous SSH Activity,High,192.168.11.200,TCP port 5900,192.168.20.92,Host 192.168.11.200 shows malware beaconing communication with 192.168.20.92 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/06/2025,04:34:00 PM,364988209431645396,Port Scan Detected,Critical,192.168.21.80,ICMP port 22,192.168.11.25,Host 192.168.21.80 shows port scan detected communication with 192.168.11.25 over ICMP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/14/2025,03:25:00 AM,384976757260701716,Brute Force Attempt,Critical,192.168.9.247,UDP port 8080,192.168.3.54,Host 192.168.9.247 shows uda - trojan horse traffic communication with 192.168.3.54 over UDP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/18/2025,04:02:00 AM,876927187583365198,UDA - Trojan Horse Traffic,High,192.168.15.150,TCP port 22,192.168.4.251,Host 192.168.15.150 shows unauthorized access attempt communication with 192.168.4.251 over TCP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/02/2025,08:06:00 PM,421148364504650725,UDA - Trojan Horse Traffic,Low,192.168.12.183,ICMP port 80,192.168.30.222,Host 192.168.12.183 shows uda - trojan horse traffic communication with 192.168.30.222 over ICMP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/25/2025,05:42:00 AM,467024625862740879,Unauthorized Access Attempt,Medium,192.168.21.63,TCP port 1492,192.168.9.251,Host 192.168.21.63 shows uda - trojan horse traffic communication with 192.168.9.251 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/26/2025,06:47:00 PM,165578295374324016,Anomalous SSH Activity,Low,192.168.5.186,UDP port 22,192.168.20.207,Host 192.168.5.186 shows brute force attempt communication with 192.168.20.207 over UDP port 22. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
01/07/2025,05:13:00 PM,219153115204053715,UDA - Trojan Horse Traffic,Critical,192.168.3.138,ICMP port 443,192.168.22.182,Host 192.168.3.138 shows uda - trojan horse traffic communication with 192.168.22.182 over ICMP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/17/2025,05:46:00 PM,690278627876210862,Brute Force Attempt,Low,192.168.16.21,ICMP port 8080,192.168.5.1,Host 192.168.16.21 shows data exfiltration pattern communication with 192.168.5.1 over ICMP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
02/02/2025,06:34:00 PM,140798743380749507,Unauthorized Access Attempt,Critical,192.168.25.165,ICMP port 80,192.168.4.150,Host 192.168.25.165 shows brute force attempt communication with 192.168.4.150 over ICMP port 80. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/19/2025,09:08:00 PM,481472250479304218,Unauthorized Access Attempt,Critical,192.168.6.109,ICMP port 3389,192.168.18.45,Host 192.168.6.109 shows brute force attempt communication with 192.168.18.45 over ICMP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/09/2025,03:38:00 PM,502656099216900996,Anomalous SSH Activity,Medium,192.168.12.23,UDP port 3389,192.168.21.187,Host 192.168.12.23 shows data exfiltration pattern communication with 192.168.21.187 over UDP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/16/2025,08:32:00 AM,311395114771837131,UDA - Trojan Horse Traffic,Critical,192.168.30.181,UDP port 53,192.168.18.15,Host 192.168.30.181 shows uda - trojan horse traffic communication with 192.168.18.15 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/18/2025,08:00:00 PM,643900710021274525,Suspicious DNS Query,Low,192.168.15.242,UDP port 5900,192.168.27.46,Host 192.168.15.242 shows anomalous ssh activity communication with 192.168.27.46 over UDP port 5900. ,Legitimate,Policy Violation,Escalated
01/03/2025,08:56:00 AM,790417910895946539,Data Exfiltration Pattern,Medium,192.168.12.36,TCP port 22,192.168.26.20,Host 192.168.12.36 shows brute force attempt communication with 192.168.26.20 over TCP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/25/2025,08:20:00 AM,109090413429376290,Anomalous SSH Activity,High,192.168.15.223,TCP port 5900,192.168.10.210,Host 192.168.15.223 shows port scan detected communication with 192.168.10.210 over TCP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/24/2025,12:31:00 PM,293266641345949445,Suspicious DNS Query,Low,192.168.30.160,ICMP port 3389,192.168.24.176,Host 192.168.30.160 shows malware beaconing communication with 192.168.24.176 over ICMP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
02/02/2025,06:58:00 PM,756899604940492920,UDA - Trojan Horse Traffic,Medium,192.168.4.172,TCP port 443,192.168.23.151,Host 192.168.4.172 shows uda - trojan horse traffic communication with 192.168.23.151 over TCP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/15/2025,04:59:00 AM,539474273218200050,Malware Beaconing,High,192.168.10.110,ICMP port 8080,192.168.5.203,Host 192.168.10.110 shows malware beaconing communication with 192.168.5.203 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/11/2025,06:43:00 AM,884785725974469541,Unauthorized Access Attempt,Critical,192.168.23.239,UDP port 443,192.168.30.54,Host 192.168.23.239 shows suspicious dns query communication with 192.168.30.54 over UDP port 443. ,Malicious,False Positive,Closed
01/29/2025,07:30:00 PM,566133495269458744,Malware Beaconing,Critical,192.168.22.191,ICMP port 22,192.168.1.223,Host 192.168.22.191 shows brute force attempt communication with 192.168.1.223 over ICMP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
02/02/2025,04:39:00 AM,282234363087456080,Malware Beaconing,Low,192.168.9.122,TCP port 53,192.168.17.223,Host 192.168.9.122 shows uda - trojan horse traffic communication with 192.168.17.223 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/15/2025,02:24:00 AM,994779244998562137,Data Exfiltration Pattern,High,192.168.16.29,UDP port 3389,192.168.16.104,Host 192.168.16.29 shows uda - trojan horse traffic communication with 192.168.16.104 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
02/04/2025,07:44:00 AM,897100128121283017,Suspicious DNS Query,Low,192.168.29.108,UDP port 3389,192.168.20.162,Host 192.168.29.108 shows anomalous ssh activity communication with 192.168.20.162 over UDP port 3389. ,Legitimate,Policy Violation,Escalated
01/09/2025,09:25:00 PM,431834671527224511,Anomalous SSH Activity,High,192.168.25.219,UDP port 3389,192.168.6.90,Host 192.168.25.219 shows port scan detected communication with 192.168.6.90 over UDP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/13/2025,10:28:00 PM,869812663364735613,Malware Beaconing,High,192.168.20.41,UDP port 443,192.168.14.149,Host 192.168.20.41 shows suspicious dns query communication with 192.168.14.149 over UDP port 443. ,Malicious,False Positive,Closed
01/25/2025,05:04:00 AM,736127301996324425,Brute Force Attempt,Low,192.168.19.119,UDP port 443,192.168.6.142,Host 192.168.19.119 shows data exfiltration pattern communication with 192.168.6.142 over UDP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/24/2025,09:20:00 AM,975251456182690715,Suspicious DNS Query,Low,192.168.18.163,TCP port 22,192.168.11.5,Host 192.168.18.163 shows unauthorized access attempt communication with 192.168.11.5 over TCP port 22. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated
01/18/2025,09:54:00 PM,104364753437784816,UDA - Trojan Horse Traffic,Medium,192.168.5.20,UDP port 8080,192.168.13.107,Host 192.168.5.20 shows brute force attempt communication with 192.168.13.107 over UDP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/03/2025,08:30:00 AM,255370842962151386,Brute Force Attempt,Medium,192.168.23.155,ICMP port 8080,192.168.11.122,Host 192.168.23.155 shows data exfiltration pattern communication with 192.168.11.122 over ICMP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
