Alert Name,Severity,Executive Summary,Status,Category,Action Taken,Hour,Minute,DayOfWeek,IsWeekend,Protocol,Port,Src_Private,Dst_Private,Same_Subnet,keyword_count,has_malware_kw,has_recon_kw,has_policy_kw,severity_ordinal,port_num,high_risk_port,off_hours,flow_count,bytes_transferred,duration_sec
Port Scan Detected,Medium,Host 192.168.11.155 shows port scan detected communication with 192.168.22.220 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,5,19,5,1,ICMP,3389,1,1,0,3,0,1,0,1,3389,1,1,0,0,0
Malware Beaconing,Low,Host 192.168.26.132 shows unauthorized access attempt communication with 192.168.24.42 over TCP port 3389. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,0,29,5,1,TCP,3389,1,1,0,3,0,0,1,0,3389,1,1,0,0,0
Malware Beaconing,Critical,Host 192.168.26.164 shows uda - trojan horse traffic communication with 192.168.5.159 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,12,24,3,0,ICMP,1492,1,1,0,3,1,0,0,3,1492,1,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.21.103 shows brute force attempt communication with 192.168.2.179 over ICMP port 5900. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,9,4,2,0,ICMP,5900,1,1,0,1,0,1,0,3,5900,1,0,0,0,0
Suspicious DNS Query,High,Host 192.168.1.103 shows malware beaconing communication with 192.168.9.185 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,15,2,5,1,ICMP,1492,1,1,0,3,1,0,0,2,1492,1,0,0,0,0
Port Scan Detected,High,Host 192.168.6.207 shows unauthorized access attempt communication with 192.168.23.98 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,10,23,6,1,ICMP,1492,1,1,0,3,0,0,1,2,1492,1,0,0,0,0
Malware Beaconing,Medium,Host 192.168.1.58 shows data exfiltration pattern communication with 192.168.10.32 over TCP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,17,55,2,0,TCP,5900,1,1,0,1,1,0,0,1,5900,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.4.6 shows data exfiltration pattern communication with 192.168.9.191 over ICMP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,4,42,0,0,ICMP,22,1,1,0,1,1,0,0,3,22,1,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.24.91 shows port scan detected communication with 192.168.11.55 over TCP port 8080. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,20,36,0,0,TCP,8080,1,1,0,3,0,1,0,0,8080,0,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.2.102 shows data exfiltration pattern communication with 192.168.25.64 over ICMP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,11,0,3,0,ICMP,22,1,1,0,1,1,0,0,3,22,1,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.27.23 shows port scan detected communication with 192.168.24.180 over ICMP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,4,53,6,1,ICMP,53,1,1,0,3,0,1,0,2,53,0,1,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.17.109 shows port scan detected communication with 192.168.15.56 over TCP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,11,42,4,0,TCP,80,1,1,0,3,0,1,0,2,80,0,0,0,0,0
Suspicious DNS Query,Critical,Host 192.168.9.202 shows anomalous ssh activity communication with 192.168.2.145 over ICMP port 3389. ,Malicious,Policy Violation,Escalated,8,11,4,0,ICMP,3389,1,1,0,1,0,0,1,3,3389,1,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.11.151 shows uda - trojan horse traffic communication with 192.168.13.215 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,11,2,4,0,UDP,53,1,1,0,3,1,0,0,3,53,0,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.13.82 shows suspicious dns query communication with 192.168.24.104 over TCP port 443. ,Malicious,False Positive,Closed,4,7,5,1,TCP,443,1,1,0,0,0,0,0,1,443,0,1,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.9.89 shows data exfiltration pattern communication with 192.168.19.17 over ICMP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,19,18,4,0,ICMP,8080,1,1,0,1,1,0,0,0,8080,0,0,0,0,0
Malware Beaconing,High,Host 192.168.7.37 shows suspicious dns query communication with 192.168.10.138 over UDP port 80. ,Malicious,False Positive,Closed,16,41,2,0,UDP,80,1,1,0,0,0,0,0,2,80,0,0,0,0,0
Unauthorized Access Attempt,High,Host 192.168.30.66 shows port scan detected communication with 192.168.23.234 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,14,28,0,0,UDP,53,1,1,0,3,0,1,0,2,53,0,0,0,0,0
Suspicious DNS Query,Medium,Host 192.168.8.170 shows brute force attempt communication with 192.168.24.145 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,12,54,0,0,TCP,443,1,1,0,1,0,1,0,1,443,0,0,0,0,0
Data Exfiltration Pattern,High,Host 192.168.14.2 shows anomalous ssh activity communication with 192.168.25.73 over TCP port 53. ,Malicious,Policy Violation,Escalated,5,28,1,0,TCP,53,1,1,0,1,0,0,1,2,53,0,1,0,0,0
Brute Force Attempt,Low,Host 192.168.14.129 shows malware beaconing communication with 192.168.14.220 over UDP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,12,44,5,1,UDP,22,1,1,1,3,1,0,0,0,22,1,0,0,0,0
Brute Force Attempt,Low,Host 192.168.20.180 shows uda - trojan horse traffic communication with 192.168.21.98 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,21,55,2,0,UDP,53,1,1,0,3,1,0,0,0,53,0,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.2.154 shows malware beaconing communication with 192.168.8.161 over UDP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,13,4,6,1,UDP,80,1,1,0,3,1,0,0,2,80,0,0,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.12.92 shows anomalous ssh activity communication with 192.168.4.112 over UDP port 5900. ,Malicious,Policy Violation,Escalated,1,43,5,1,UDP,5900,1,1,0,1,0,0,1,1,5900,1,1,0,0,0
Anomalous SSH Activity,High,Host 192.168.11.200 shows malware beaconing communication with 192.168.20.92 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,13,29,4,0,TCP,5900,1,1,0,3,1,0,0,2,5900,1,0,0,0,0
Port Scan Detected,Critical,Host 192.168.21.80 shows port scan detected communication with 192.168.11.25 over ICMP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,16,34,0,0,ICMP,22,1,1,0,3,0,1,0,3,22,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.9.247 shows uda - trojan horse traffic communication with 192.168.3.54 over UDP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,3,25,1,0,UDP,8080,1,1,0,3,1,0,0,3,8080,0,1,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.15.150 shows unauthorized access attempt communication with 192.168.4.251 over TCP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,4,2,5,1,TCP,22,1,1,0,3,0,0,1,2,22,1,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.12.183 shows uda - trojan horse traffic communication with 192.168.30.222 over ICMP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,20,6,3,0,ICMP,80,1,1,0,3,1,0,0,0,80,0,0,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.21.63 shows uda - trojan horse traffic communication with 192.168.9.251 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,5,42,5,1,TCP,1492,1,1,0,3,1,0,0,1,1492,1,1,0,0,0
Anomalous SSH Activity,Low,Host 192.168.5.186 shows brute force attempt communication with 192.168.20.207 over UDP port 22. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,18,47,6,1,UDP,22,1,1,0,1,0,1,0,0,22,1,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.3.138 shows uda - trojan horse traffic communication with 192.168.22.182 over ICMP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,17,13,1,0,ICMP,443,1,1,0,3,1,0,0,3,443,0,0,0,0,0
Brute Force Attempt,Low,Host 192.168.16.21 shows data exfiltration pattern communication with 192.168.5.1 over ICMP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,17,46,4,0,ICMP,8080,1,1,0,1,1,0,0,0,8080,0,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.25.165 shows brute force attempt communication with 192.168.4.150 over ICMP port 80. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,18,34,6,1,ICMP,80,1,1,0,1,0,1,0,3,80,0,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.6.109 shows brute force attempt communication with 192.168.18.45 over ICMP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,21,8,6,1,ICMP,3389,1,1,0,1,0,1,0,3,3389,1,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.12.23 shows data exfiltration pattern communication with 192.168.21.187 over UDP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,15,38,3,0,UDP,3389,1,1,0,1,1,0,0,1,3389,1,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.30.181 shows uda - trojan horse traffic communication with 192.168.18.15 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,8,32,3,0,UDP,53,1,1,0,3,1,0,0,3,53,0,0,0,0,0
Suspicious DNS Query,Low,Host 192.168.15.242 shows anomalous ssh activity communication with 192.168.27.46 over UDP port 5900. ,Legitimate,Policy Violation,Escalated,20,0,5,1,UDP,5900,1,1,0,1,0,0,1,0,5900,1,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.12.36 shows brute force attempt communication with 192.168.26.20 over TCP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,8,56,4,0,TCP,22,1,1,0,1,0,1,0,1,22,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.15.223 shows port scan detected communication with 192.168.10.210 over TCP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,8,20,5,1,TCP,5900,1,1,0,3,0,1,0,2,5900,1,0,0,0,0
Suspicious DNS Query,Low,Host 192.168.30.160 shows malware beaconing communication with 192.168.24.176 over ICMP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,12,31,4,0,ICMP,3389,1,1,0,3,1,0,0,0,3389,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.4.172 shows uda - trojan horse traffic communication with 192.168.23.151 over TCP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,18,58,6,1,TCP,443,1,1,0,3,1,0,0,1,443,0,0,0,0,0
Malware Beaconing,High,Host 192.168.10.110 shows malware beaconing communication with 192.168.5.203 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,4,59,2,0,ICMP,8080,1,1,0,3,1,0,0,2,8080,0,1,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.23.239 shows suspicious dns query communication with 192.168.30.54 over UDP port 443. ,Malicious,False Positive,Closed,6,43,5,1,UDP,443,1,1,0,0,0,0,0,3,443,0,0,0,0,0
Malware Beaconing,Critical,Host 192.168.22.191 shows brute force attempt communication with 192.168.1.223 over ICMP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,19,30,2,0,ICMP,22,1,1,0,1,0,1,0,3,22,1,0,0,0,0
Malware Beaconing,Low,Host 192.168.9.122 shows uda - trojan horse traffic communication with 192.168.17.223 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,4,39,6,1,TCP,53,1,1,0,3,1,0,0,0,53,0,1,0,0,0
Data Exfiltration Pattern,High,Host 192.168.16.29 shows uda - trojan horse traffic communication with 192.168.16.104 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,2,24,2,0,UDP,3389,1,1,1,3,1,0,0,2,3389,1,1,0,0,0
Suspicious DNS Query,Low,Host 192.168.29.108 shows anomalous ssh activity communication with 192.168.20.162 over UDP port 3389. ,Legitimate,Policy Violation,Escalated,7,44,1,0,UDP,3389,1,1,0,1,0,0,1,0,3389,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.25.219 shows port scan detected communication with 192.168.6.90 over UDP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,21,25,3,0,UDP,3389,1,1,0,3,0,1,0,2,3389,1,0,0,0,0
Malware Beaconing,High,Host 192.168.20.41 shows suspicious dns query communication with 192.168.14.149 over UDP port 443. ,Malicious,False Positive,Closed,22,28,0,0,UDP,443,1,1,0,0,0,0,0,2,443,0,0,0,0,0
Brute Force Attempt,Low,Host 192.168.19.119 shows data exfiltration pattern communication with 192.168.6.142 over UDP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,5,4,5,1,UDP,443,1,1,0,1,1,0,0,0,443,0,1,0,0,0
Suspicious DNS Query,Low,Host 192.168.18.163 shows unauthorized access attempt communication with 192.168.11.5 over TCP port 22. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,9,20,4,0,TCP,22,1,1,0,3,0,0,1,0,22,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.5.20 shows brute force attempt communication with 192.168.13.107 over UDP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,21,54,5,1,UDP,8080,1,1,0,1,0,1,0,1,8080,0,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.23.155 shows data exfiltration pattern communication with 192.168.11.122 over ICMP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,8,30,4,0,ICMP,8080,1,1,0,1,1,0,0,1,8080,0,0,0,0,0
Malware Beaconing,Low,Host 192.168.4.116 shows uda - trojan horse traffic communication with 192.168.1.50 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,4,32,0,0,UDP,1492,1,1,0,3,1,0,0,0,1492,1,1,0,0,0
Malware Beaconing,Low,Host 192.168.18.144 shows unauthorized access attempt communication with 192.168.30.210 over ICMP port 3389. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,22,19,3,0,ICMP,3389,1,1,0,3,0,0,1,0,3389,1,0,0,0,0
Port Scan Detected,Low,Host 192.168.17.20 shows port scan detected communication with 192.168.21.198 over UDP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,6,19,6,1,UDP,22,1,1,0,3,0,1,0,0,22,1,0,0,0,0
Port Scan Detected,Medium,Host 192.168.10.24 shows data exfiltration pattern communication with 192.168.8.166 over ICMP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,12,27,1,0,ICMP,22,1,1,0,1,1,0,0,1,22,1,0,0,0,0
Port Scan Detected,High,Host 192.168.11.44 shows port scan detected communication with 192.168.16.140 over UDP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,5,5,0,0,UDP,22,1,1,0,3,0,1,0,2,22,1,1,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.14.101 shows anomalous ssh activity communication with 192.168.12.139 over ICMP port 1492. ,Malicious,Policy Violation,Escalated,12,25,3,0,ICMP,1492,1,1,0,1,0,0,1,3,1492,1,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.25.197 shows data exfiltration pattern communication with 192.168.26.8 over ICMP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,21,45,3,0,ICMP,5900,1,1,0,1,1,0,0,3,5900,1,0,0,0,0
Suspicious DNS Query,High,Host 192.168.6.108 shows brute force attempt communication with 192.168.13.76 over TCP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,6,12,1,0,TCP,8080,1,1,0,1,0,1,0,2,8080,0,0,0,0,0
Malware Beaconing,High,Host 192.168.8.24 shows uda - trojan horse traffic communication with 192.168.8.214 over UDP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,23,49,2,0,UDP,5900,1,1,1,3,1,0,0,2,5900,1,0,0,0,0
Malware Beaconing,Low,Host 192.168.7.58 shows data exfiltration pattern communication with 192.168.13.100 over UDP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,5,31,2,0,UDP,443,1,1,0,1,1,0,0,0,443,0,1,0,0,0
Unauthorized Access Attempt,High,Host 192.168.18.3 shows unauthorized access attempt communication with 192.168.18.153 over ICMP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,16,6,6,1,ICMP,22,1,1,1,3,0,0,1,2,22,1,0,0,0,0
Suspicious DNS Query,High,Host 192.168.2.8 shows anomalous ssh activity communication with 192.168.23.13 over UDP port 22. ,Malicious,Policy Violation,Escalated,23,34,2,0,UDP,22,1,1,0,1,0,0,1,2,22,1,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.1.84 shows port scan detected communication with 192.168.16.113 over TCP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,6,10,1,0,TCP,80,1,1,0,3,0,1,0,1,80,0,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.9.53 shows port scan detected communication with 192.168.2.132 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,0,27,0,0,UDP,53,1,1,0,3,0,1,0,2,53,0,1,0,0,0
Suspicious DNS Query,Critical,Host 192.168.13.21 shows brute force attempt communication with 192.168.17.188 over UDP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,22,8,4,0,UDP,1492,1,1,0,1,0,1,0,3,1492,1,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.2.226 shows brute force attempt communication with 192.168.21.82 over ICMP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,16,12,6,1,ICMP,1492,1,1,0,1,0,1,0,1,1492,1,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.29.42 shows uda - trojan horse traffic communication with 192.168.12.95 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,8,2,0,ICMP,8080,1,1,0,3,1,0,0,3,8080,0,1,0,0,0
Malware Beaconing,Low,Host 192.168.1.27 shows suspicious dns query communication with 192.168.16.240 over TCP port 443. ,Legitimate,Benign Activity,No Action Required,2,1,2,0,TCP,443,1,1,0,0,0,0,0,0,443,0,1,0,0,0
Malware Beaconing,Low,Host 192.168.8.92 shows brute force attempt communication with 192.168.19.208 over UDP port 80. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,3,35,3,0,UDP,80,1,1,0,1,0,1,0,0,80,0,1,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.10.239 shows port scan detected communication with 192.168.30.213 over ICMP port 53. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,5,47,5,1,ICMP,53,1,1,0,3,0,1,0,0,53,0,1,0,0,0
Malware Beaconing,Critical,Host 192.168.12.26 shows brute force attempt communication with 192.168.13.157 over ICMP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,2,59,3,0,ICMP,8080,1,1,0,1,0,1,0,3,8080,0,1,0,0,0
Suspicious DNS Query,High,Host 192.168.10.119 shows malware beaconing communication with 192.168.22.132 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,19,37,1,0,UDP,53,1,1,0,3,1,0,0,2,53,0,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.25.31 shows uda - trojan horse traffic communication with 192.168.11.25 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,19,38,2,0,UDP,1492,1,1,0,3,1,0,0,3,1492,1,0,0,0,0
